id,date,sentiment,rating
854546,2023-01-19,happy,1
854546,2023-01-20,happy,4
854546,2023-01-21,sad,0
854546,2023-01-22,sad,5
854546,2023-01-23,sad,5
854546,2023-01-24,happy,1
854546,2023-01-25,happy,4
854546,2023-01-26,sad,5
854546,2023-01-27,sad,3
854546,2023-01-28,sad,2
854546,2023-01-29,sad,0
854546,2023-01-30,happy,0
561748,2023-01-01,sad,3
561748,2023-01-02,sad,0
561748,2023-01-03,sad,0
561748,2023-01-04,sad,2
561748,2023-01-05,happy,4
561748,2023-01-06,sad,2
561748,2023-01-07,happy,1
561748,2023-01-08,happy,1
561748,2023-01-09,sad,0
561748,2023-01-10,sad,3
561748,2023-01-11,sad,4
561748,2023-01-12,sad,4
561748,2023-01-13,happy,1
561748,2023-01-14,sad,2
561748,2023-01-15,happy,2
561748,2023-01-16,happy,5
561748,2023-01-17,sad,4
561748,2023-01-18,happy,4
561748,2023-01-19,happy,3
561748,2023-01-20,sad,5
561748,2023-01-21,happy,2
561748,2023-01-22,sad,4
561748,2023-01-23,happy,2
561748,2023-01-24,sad,0
561748,2023-01-25,happy,2
561748,2023-01-26,sad,3
561748,2023-01-27,happy,2
561748,2023-01-28,happy,3
561748,2023-01-29,happy,1
561748,2023-01-30,happy,3
477895,2023-01-01,sad,0
477895,2023-01-02,sad,5
477895,2023-01-03,happy,4
477895,2023-01-04,happy,1
477895,2023-01-05,happy,3
477895,2023-01-06,happy,2
477895,2023-01-07,sad,5
477895,2023-01-08,sad,0
477895,2023-01-09,happy,1
477895,2023-01-10,sad,5
477895,2023-01-11,sad,1
477895,2023-01-12,sad,0
477895,2023-01-13,happy,1
477895,2023-01-14,sad,2
477895,2023-01-15,happy,2
477895,2023-01-16,sad,4
477895,2023-01-17,happy,5
477895,2023-01-18,sad,5
477895,2023-01-19,sad,0
477895,2023-01-20,happy,1
477895,2023-01-21,sad,0
477895,2023-01-22,sad,0
477895,2023-01-23,sad,3
477895,2023-01-24,sad,0
477895,2023-01-25,happy,1
477895,2023-01-26,happy,5
477895,2023-01-27,happy,2
477895,2023-01-28,sad,2
477895,2023-01-29,happy,2
477895,2023-01-30,sad,3
282977,2023-01-01,sad,5
282977,2023-01-02,happy,3
282977,2023-01-03,happy,0
282977,2023-01-04,happy,2
282977,2023-01-05,happy,2
282977,2023-01-06,happy,0
282977,2023-01-07,happy,1
282977,2023-01-08,happy,0
282977,2023-01-09,sad,5
282977,2023-01-10,happy,5
282977,2023-01-11,sad,4
282977,2023-01-12,sad,3
282977,2023-01-13,happy,2
282977,2023-01-14,sad,5
282977,2023-01-15,happy,5
282977,2023-01-16,sad,5
282977,2023-01-17,sad,0
282977,2023-01-18,sad,4
282977,2023-01-19,sad,0
282977,2023-01-20,sad,5
282977,2023-01-21,happy,1
282977,2023-01-22,happy,5
282977,2023-01-23,sad,2
282977,2023-01-24,sad,5
282977,2023-01-25,sad,0
282977,2023-01-26,happy,0
282977,2023-01-27,sad,5
282977,2023-01-28,happy,2
282977,2023-01-29,happy,2
282977,2023-01-30,sad,0
517650,2023-01-01,happy,4
517650,2023-01-02,happy,0
517650,2023-01-03,happy,2
517650,2023-01-04,sad,4
517650,2023-01-05,happy,5
517650,2023-01-06,happy,1
517650,2023-01-07,happy,5
517650,2023-01-08,happy,4
517650,2023-01-09,happy,5
517650,2023-01-10,sad,0
517650,2023-01-11,sad,3
517650,2023-01-12,happy,3
517650,2023-01-13,happy,3
517650,2023-01-14,sad,0
517650,2023-01-15,happy,2
517650,2023-01-16,sad,0
517650,2023-01-17,sad,0
517650,2023-01-18,happy,5
517650,2023-01-19,sad,0
517650,2023-01-20,sad,0
517650,2023-01-21,sad,1
517650,2023-01-22,sad,5
517650,2023-01-23,sad,4
517650,2023-01-24,happy,3
517650,2023-01-25,sad,5
517650,2023-01-26,happy,1
517650,2023-01-27,sad,1
517650,2023-01-28,sad,2
517650,2023-01-29,sad,2
517650,2023-01-30,happy,1
808824,2023-01-01,happy,3
808824,2023-01-02,happy,0
808824,2023-01-03,sad,1
808824,2023-01-04,happy,4
808824,2023-01-05,happy,4
808824,2023-01-06,sad,3
808824,2023-01-07,sad,1
808824,2023-01-08,sad,4
808824,2023-01-09,happy,1
808824,2023-01-10,sad,0
808824,2023-01-11,sad,2
808824,2023-01-12,sad,1
808824,2023-01-13,happy,1
808824,2023-01-14,happy,0
808824,2023-01-15,sad,5
808824,2023-01-16,happy,3
808824,2023-01-17,happy,2
808824,2023-01-18,sad,5
808824,2023-01-19,happy,1
808824,2023-01-20,sad,5
808824,2023-01-21,sad,5
808824,2023-01-22,happy,1
808824,2023-01-23,sad,5
808824,2023-01-24,happy,4
808824,2023-01-25,sad,4
808824,2023-01-26,sad,5
808824,2023-01-27,happy,3
808824,2023-01-28,sad,4
808824,2023-01-29,happy,5
808824,2023-01-30,happy,0
171886,2023-01-01,happy,0
171886,2023-01-02,sad,1
171886,2023-01-03,sad,2
171886,2023-01-04,happy,2
171886,2023-01-05,sad,5
171886,2023-01-06,sad,5
171886,2023-01-07,sad,2
171886,2023-01-08,happy,1
171886,2023-01-09,happy,2
171886,2023-01-10,sad,1
171886,2023-01-11,sad,0
171886,2023-01-12,happy,5
171886,2023-01-13,sad,3
171886,2023-01-14,happy,2
171886,2023-01-15,sad,4
171886,2023-01-16,happy,4
171886,2023-01-17,sad,5
171886,2023-01-18,sad,4
171886,2023-01-19,happy,2
171886,2023-01-20,sad,0
171886,2023-01-21,sad,5
171886,2023-01-22,sad,1
171886,2023-01-23,happy,2
171886,2023-01-24,sad,0
171886,2023-01-25,happy,2
171886,2023-01-26,happy,0
171886,2023-01-27,happy,4
171886,2023-01-28,sad,5
171886,2023-01-29,sad,5
171886,2023-01-30,sad,0
422846,2023-01-01,sad,1
422846,2023-01-02,happy,5
422846,2023-01-03,sad,2
422846,2023-01-04,happy,1
422846,2023-01-05,happy,0
422846,2023-01-06,happy,2
422846,2023-01-07,sad,4
422846,2023-01-08,sad,2
422846,2023-01-09,happy,3
422846,2023-01-10,happy,0
422846,2023-01-11,happy,1
422846,2023-01-12,sad,2
422846,2023-01-13,sad,3
422846,2023-01-14,sad,0
422846,2023-01-15,happy,1
422846,2023-01-16,happy,1
422846,2023-01-17,sad,3
422846,2023-01-18,sad,2
422846,2023-01-19,happy,2
422846,2023-01-20,sad,2
422846,2023-01-21,sad,3
422846,2023-01-22,sad,2
422846,2023-01-23,happy,3
422846,2023-01-24,sad,4
422846,2023-01-25,happy,5
422846,2023-01-26,happy,1
422846,2023-01-27,happy,1
422846,2023-01-28,sad,4
422846,2023-01-29,happy,5
422846,2023-01-30,sad,1
169128,2023-01-01,sad,3
169128,2023-01-02,happy,3
169128,2023-01-03,happy,0
169128,2023-01-04,sad,3
169128,2023-01-05,happy,1
169128,2023-01-06,happy,4
169128,2023-01-07,sad,1
169128,2023-01-08,sad,4
169128,2023-01-09,sad,3
169128,2023-01-10,happy,1
169128,2023-01-11,sad,4
169128,2023-01-12,sad,3
169128,2023-01-13,sad,4
169128,2023-01-14,sad,0
169128,2023-01-15,happy,1
169128,2023-01-16,happy,3
169128,2023-01-17,happy,4
169128,2023-01-18,sad,3
169128,2023-01-19,happy,3
169128,2023-01-20,happy,3
169128,2023-01-21,happy,4
169128,2023-01-22,sad,2
169128,2023-01-23,happy,0
169128,2023-01-24,sad,3
169128,2023-01-25,sad,4
169128,2023-01-26,happy,2
169128,2023-01-27,happy,3
169128,2023-01-28,sad,0
169128,2023-01-29,sad,0
169128,2023-01-30,sad,1
397318,2023-01-01,happy,4
397318,2023-01-02,sad,3
397318,2023-01-03,sad,2
397318,2023-01-04,sad,1
397318,2023-01-05,happy,1
397318,2023-01-06,happy,2
397318,2023-01-07,sad,2
397318,2023-01-08,sad,4
397318,2023-01-09,sad,0
397318,2023-01-10,happy,5
397318,2023-01-11,sad,2
397318,2023-01-12,sad,2
397318,2023-01-13,sad,2
397318,2023-01-14,happy,5
397318,2023-01-15,sad,1
397318,2023-01-16,sad,4
397318,2023-01-17,happy,1
397318,2023-01-18,sad,5
397318,2023-01-19,happy,4
397318,2023-01-20,happy,1
397318,2023-01-21,happy,0
397318,2023-01-22,happy,3
397318,2023-01-23,happy,4
397318,2023-01-24,happy,3
397318,2023-01-25,sad,5
397318,2023-01-26,happy,5
397318,2023-01-27,happy,4
397318,2023-01-28,happy,4
397318,2023-01-29,happy,2
397318,2023-01-30,sad,4
945333,2023-01-01,happy,0
945333,2023-01-02,sad,0
945333,2023-01-03,sad,0
945333,2023-01-04,sad,2
945333,2023-01-05,happy,5
945333,2023-01-06,happy,5
945333,2023-01-07,sad,4
945333,2023-01-08,sad,5
945333,2023-01-09,happy,3
945333,2023-01-10,sad,2
945333,2023-01-11,sad,0
945333,2023-01-12,sad,5
945333,2023-01-13,happy,4
945333,2023-01-14,sad,4
945333,2023-01-15,happy,1
945333,2023-01-16,sad,1
945333,2023-01-17,sad,4
945333,2023-01-18,happy,2
945333,2023-01-19,happy,3
945333,2023-01-20,sad,5
945333,2023-01-21,sad,4
945333,2023-01-22,happy,0
945333,2023-01-23,happy,0
945333,2023-01-24,happy,1
945333,2023-01-25,happy,4
945333,2023-01-26,happy,2
945333,2023-01-27,sad,5
945333,2023-01-28,happy,3
945333,2023-01-29,happy,1
945333,2023-01-30,sad,4
354359,2023-01-01,sad,2
354359,2023-01-02,sad,3
354359,2023-01-03,happy,5
354359,2023-01-04,happy,4
354359,2023-01-05,sad,1
354359,2023-01-06,sad,3
354359,2023-01-07,sad,5
354359,2023-01-08,happy,2
354359,2023-01-09,sad,2
354359,2023-01-10,sad,2
354359,2023-01-11,sad,5
354359,2023-01-12,happy,3
354359,2023-01-13,sad,4
354359,2023-01-14,happy,1
354359,2023-01-15,sad,2
354359,2023-01-16,sad,3
354359,2023-01-17,happy,4
354359,2023-01-18,sad,0
354359,2023-01-19,happy,1
354359,2023-01-20,happy,0
354359,2023-01-21,happy,0
354359,2023-01-22,happy,1
354359,2023-01-23,sad,2
354359,2023-01-24,sad,3
354359,2023-01-25,sad,1
354359,2023-01-26,happy,5
354359,2023-01-27,sad,0
354359,2023-01-28,sad,2
354359,2023-01-29,sad,4
354359,2023-01-30,happy,4
315894,2023-01-01,happy,0
315894,2023-01-02,sad,4
315894,2023-01-03,sad,3
315894,2023-01-04,sad,0
315894,2023-01-05,sad,5
315894,2023-01-06,happy,1
315894,2023-01-07,happy,4
315894,2023-01-08,happy,1
315894,2023-01-09,sad,1
315894,2023-01-10,happy,4
315894,2023-01-11,happy,5
315894,2023-01-12,sad,4
315894,2023-01-13,happy,3
315894,2023-01-14,sad,0
315894,2023-01-15,happy,0
315894,2023-01-16,sad,2
315894,2023-01-17,sad,5
315894,2023-01-18,sad,1
315894,2023-01-19,sad,3
315894,2023-01-20,happy,1
315894,2023-01-21,sad,3
315894,2023-01-22,sad,3
315894,2023-01-23,sad,5
315894,2023-01-24,happy,5
315894,2023-01-25,sad,5
315894,2023-01-26,sad,0
315894,2023-01-27,sad,2
315894,2023-01-28,happy,4
315894,2023-01-29,happy,3
315894,2023-01-30,happy,0
280073,2023-01-01,happy,1
280073,2023-01-02,sad,3
280073,2023-01-03,happy,5
280073,2023-01-04,sad,5
280073,2023-01-05,sad,0
280073,2023-01-06,happy,5
280073,2023-01-07,sad,4
280073,2023-01-08,happy,1
280073,2023-01-09,sad,4
280073,2023-01-10,happy,4
280073,2023-01-11,sad,0
280073,2023-01-12,sad,0
280073,2023-01-13,sad,3
280073,2023-01-14,sad,4
280073,2023-01-15,sad,1
280073,2023-01-16,sad,2
280073,2023-01-17,sad,1
280073,2023-01-18,sad,0
280073,2023-01-19,sad,3
280073,2023-01-20,happy,3
280073,2023-01-21,happy,2
280073,2023-01-22,happy,4
280073,2023-01-23,happy,5
280073,2023-01-24,sad,0
280073,2023-01-25,happy,1
280073,2023-01-26,happy,1
280073,2023-01-27,sad,0
280073,2023-01-28,happy,0
280073,2023-01-29,happy,5
280073,2023-01-30,sad,3
783094,2023-01-01,happy,1
783094,2023-01-02,happy,4
783094,2023-01-03,sad,1
783094,2023-01-04,happy,3
783094,2023-01-05,sad,1
783094,2023-01-06,happy,5
783094,2023-01-07,sad,0
783094,2023-01-08,happy,3
783094,2023-01-09,happy,0
783094,2023-01-10,happy,1
783094,2023-01-11,happy,2
783094,2023-01-12,happy,1
783094,2023-01-13,sad,4
783094,2023-01-14,happy,1
783094,2023-01-15,sad,1
783094,2023-01-16,happy,2
783094,2023-01-17,happy,0
783094,2023-01-18,happy,1
783094,2023-01-19,happy,3
783094,2023-01-20,sad,2
783094,2023-01-21,happy,4
783094,2023-01-22,happy,4
783094,2023-01-23,happy,1
783094,2023-01-24,sad,4
783094,2023-01-25,happy,1
783094,2023-01-26,sad,4
783094,2023-01-27,happy,4
783094,2023-01-28,happy,2
783094,2023-01-29,sad,1
783094,2023-01-30,happy,1
213037,2023-01-01,happy,4
213037,2023-01-02,happy,2
213037,2023-01-03,sad,0
213037,2023-01-04,sad,5
213037,2023-01-05,happy,5
213037,2023-01-06,sad,2
213037,2023-01-07,happy,5
213037,2023-01-08,happy,1
213037,2023-01-09,sad,0
213037,2023-01-10,sad,0
213037,2023-01-11,happy,2
213037,2023-01-12,sad,5
213037,2023-01-13,happy,4
213037,2023-01-14,sad,3
213037,2023-01-15,happy,5
213037,2023-01-16,happy,1
213037,2023-01-17,sad,4
213037,2023-01-18,sad,5
213037,2023-01-19,happy,5
213037,2023-01-20,happy,2
213037,2023-01-21,happy,2
213037,2023-01-22,happy,5
213037,2023-01-23,sad,4
213037,2023-01-24,happy,1
213037,2023-01-25,sad,5
213037,2023-01-26,sad,1
213037,2023-01-27,sad,3
213037,2023-01-28,sad,5
213037,2023-01-29,sad,4
213037,2023-01-30,happy,0
229990,2023-01-01,sad,4
229990,2023-01-02,happy,5
229990,2023-01-03,happy,0
229990,2023-01-04,sad,4
229990,2023-01-05,sad,1
229990,2023-01-06,happy,4
229990,2023-01-07,sad,2
229990,2023-01-08,happy,1
229990,2023-01-09,happy,2
229990,2023-01-10,happy,5
229990,2023-01-11,happy,5
229990,2023-01-12,sad,2
229990,2023-01-13,happy,2
229990,2023-01-14,sad,4
229990,2023-01-15,sad,1
229990,2023-01-16,sad,5
229990,2023-01-17,happy,3
229990,2023-01-18,happy,3
229990,2023-01-19,happy,2
229990,2023-01-20,sad,3
229990,2023-01-21,sad,1
229990,2023-01-22,happy,2
229990,2023-01-23,sad,4
229990,2023-01-24,sad,1
229990,2023-01-25,sad,2
229990,2023-01-26,happy,5
229990,2023-01-27,sad,1
229990,2023-01-28,sad,2
229990,2023-01-29,happy,4
229990,2023-01-30,happy,4
151263,2023-01-01,happy,2
151263,2023-01-02,sad,1
151263,2023-01-03,sad,2
151263,2023-01-04,happy,0
151263,2023-01-05,happy,3
151263,2023-01-06,happy,4
151263,2023-01-07,sad,2
151263,2023-01-08,happy,5
151263,2023-01-09,sad,4
151263,2023-01-10,happy,2
151263,2023-01-11,happy,1
151263,2023-01-12,sad,0
151263,2023-01-13,happy,3
151263,2023-01-14,happy,0
151263,2023-01-15,happy,5
151263,2023-01-16,sad,0
151263,2023-01-17,happy,5
151263,2023-01-18,sad,5
151263,2023-01-19,sad,2
151263,2023-01-20,sad,4
151263,2023-01-21,happy,2
151263,2023-01-22,sad,0
151263,2023-01-23,sad,3
151263,2023-01-24,happy,4
151263,2023-01-25,happy,1
151263,2023-01-26,sad,1
151263,2023-01-27,sad,5
151263,2023-01-28,sad,1
151263,2023-01-29,sad,2
151263,2023-01-30,happy,3
658157,2023-01-01,sad,2
658157,2023-01-02,sad,3
658157,2023-01-03,sad,2
658157,2023-01-04,happy,2
658157,2023-01-05,happy,1
658157,2023-01-06,sad,4
658157,2023-01-07,sad,1
658157,2023-01-08,sad,2
658157,2023-01-09,sad,3
658157,2023-01-10,sad,0
658157,2023-01-11,happy,3
658157,2023-01-12,sad,0
658157,2023-01-13,sad,0
658157,2023-01-14,happy,3
658157,2023-01-15,happy,0
658157,2023-01-16,sad,0
658157,2023-01-17,happy,2
658157,2023-01-18,sad,1
658157,2023-01-19,sad,5
658157,2023-01-20,sad,3
658157,2023-01-21,sad,0
658157,2023-01-22,happy,5
658157,2023-01-23,happy,2
658157,2023-01-24,happy,5
658157,2023-01-25,happy,4
658157,2023-01-26,sad,3
658157,2023-01-27,happy,4
658157,2023-01-28,sad,4
658157,2023-01-29,happy,4
658157,2023-01-30,happy,0
361898,2023-01-01,sad,0
361898,2023-01-02,sad,0
361898,2023-01-03,sad,3
361898,2023-01-04,happy,2
361898,2023-01-05,sad,2
361898,2023-01-06,happy,2
361898,2023-01-07,happy,2
361898,2023-01-08,happy,0
361898,2023-01-09,sad,2
361898,2023-01-10,happy,1
361898,2023-01-11,sad,5
361898,2023-01-12,happy,3
361898,2023-01-13,sad,3
361898,2023-01-14,happy,0
361898,2023-01-15,sad,3
361898,2023-01-16,sad,4
361898,2023-01-17,sad,5
361898,2023-01-18,happy,3
361898,2023-01-19,sad,4
361898,2023-01-20,happy,4
361898,2023-01-21,happy,4
361898,2023-01-22,sad,1
361898,2023-01-23,sad,1
361898,2023-01-24,happy,5
361898,2023-01-25,sad,0
361898,2023-01-26,happy,5
361898,2023-01-27,happy,0
361898,2023-01-28,happy,5
361898,2023-01-29,sad,1
361898,2023-01-30,sad,5
926531,2023-01-01,happy,4
926531,2023-01-02,sad,5
926531,2023-01-03,sad,5
926531,2023-01-04,happy,0
926531,2023-01-05,sad,2
926531,2023-01-06,sad,0
926531,2023-01-07,happy,3
926531,2023-01-08,sad,4
926531,2023-01-09,happy,3
926531,2023-01-10,happy,4
926531,2023-01-11,happy,0
926531,2023-01-12,sad,2
926531,2023-01-13,happy,2
926531,2023-01-14,happy,5
926531,2023-01-15,happy,3
926531,2023-01-16,happy,5
926531,2023-01-17,sad,3
926531,2023-01-18,sad,0
926531,2023-01-19,happy,1
926531,2023-01-20,happy,0
926531,2023-01-21,sad,4
926531,2023-01-22,sad,1
926531,2023-01-23,sad,4
926531,2023-01-24,happy,3
926531,2023-01-25,sad,1
926531,2023-01-26,sad,5
926531,2023-01-27,happy,2
926531,2023-01-28,happy,1
926531,2023-01-29,sad,2
926531,2023-01-30,happy,2
847232,2023-01-01,sad,2
847232,2023-01-02,sad,2
847232,2023-01-03,sad,0
847232,2023-01-04,sad,5
847232,2023-01-05,happy,5
847232,2023-01-06,happy,4
847232,2023-01-07,happy,1
847232,2023-01-08,happy,3
847232,2023-01-09,sad,4
847232,2023-01-10,sad,1
847232,2023-01-11,happy,3
847232,2023-01-12,sad,1
847232,2023-01-13,happy,3
847232,2023-01-14,sad,3
847232,2023-01-15,sad,2
847232,2023-01-16,happy,1
847232,2023-01-17,sad,0
847232,2023-01-18,sad,2
847232,2023-01-19,happy,1
847232,2023-01-20,sad,2
847232,2023-01-21,happy,3
847232,2023-01-22,sad,2
847232,2023-01-23,sad,4
847232,2023-01-24,sad,5
847232,2023-01-25,sad,3
847232,2023-01-26,sad,0
847232,2023-01-27,sad,4
847232,2023-01-28,happy,4
847232,2023-01-29,sad,5
847232,2023-01-30,sad,4
382957,2023-01-01,happy,5
382957,2023-01-02,sad,4
382957,2023-01-03,happy,3
382957,2023-01-04,happy,4
382957,2023-01-05,sad,5
382957,2023-01-06,happy,3
382957,2023-01-07,sad,1
382957,2023-01-08,sad,0
382957,2023-01-09,sad,5
382957,2023-01-10,happy,2
382957,2023-01-11,sad,2
382957,2023-01-12,sad,1
382957,2023-01-13,sad,5
382957,2023-01-14,happy,0
382957,2023-01-15,sad,5
382957,2023-01-16,happy,0
382957,2023-01-17,sad,3
382957,2023-01-18,sad,4
382957,2023-01-19,happy,1
382957,2023-01-20,happy,1
382957,2023-01-21,sad,5
382957,2023-01-22,happy,5
382957,2023-01-23,happy,4
382957,2023-01-24,happy,2
382957,2023-01-25,happy,0
382957,2023-01-26,happy,2
382957,2023-01-27,sad,5
382957,2023-01-28,happy,4
382957,2023-01-29,happy,0
382957,2023-01-30,sad,2
271437,2023-01-01,sad,1
271437,2023-01-02,sad,2
271437,2023-01-03,happy,2
271437,2023-01-04,happy,4
271437,2023-01-05,happy,1
271437,2023-01-06,sad,3
271437,2023-01-07,sad,1
271437,2023-01-08,happy,3
271437,2023-01-09,sad,2
271437,2023-01-10,sad,5
271437,2023-01-11,sad,2
271437,2023-01-12,sad,4
271437,2023-01-13,happy,1
271437,2023-01-14,happy,0
271437,2023-01-15,happy,3
271437,2023-01-16,sad,5
271437,2023-01-17,happy,3
271437,2023-01-18,happy,2
271437,2023-01-19,happy,4
271437,2023-01-20,sad,0
271437,2023-01-21,sad,1
271437,2023-01-22,happy,4
271437,2023-01-23,sad,1
271437,2023-01-24,happy,4
271437,2023-01-25,sad,3
271437,2023-01-26,happy,3
271437,2023-01-27,sad,0
271437,2023-01-28,happy,0
271437,2023-01-29,happy,2
271437,2023-01-30,sad,2
885995,2023-01-01,sad,0
885995,2023-01-02,sad,1
885995,2023-01-03,sad,2
885995,2023-01-04,sad,3
885995,2023-01-05,happy,4
885995,2023-01-06,sad,4
885995,2023-01-07,sad,3
885995,2023-01-08,sad,0
885995,2023-01-09,sad,5
885995,2023-01-10,happy,3
885995,2023-01-11,happy,4
885995,2023-01-12,happy,0
885995,2023-01-13,happy,2
885995,2023-01-14,sad,0
885995,2023-01-15,sad,3
885995,2023-01-16,sad,1
885995,2023-01-17,happy,2
885995,2023-01-18,sad,1
885995,2023-01-19,sad,4
885995,2023-01-20,happy,2
885995,2023-01-21,sad,1
885995,2023-01-22,happy,0
885995,2023-01-23,sad,2
885995,2023-01-24,happy,1
885995,2023-01-25,happy,0
885995,2023-01-26,happy,1
885995,2023-01-27,happy,4
885995,2023-01-28,sad,5
885995,2023-01-29,happy,5
885995,2023-01-30,sad,5
670523,2023-01-01,happy,5
670523,2023-01-02,sad,4
670523,2023-01-03,happy,4
670523,2023-01-04,happy,1
670523,2023-01-05,sad,1
670523,2023-01-06,sad,2
670523,2023-01-07,sad,4
670523,2023-01-08,sad,5
670523,2023-01-09,happy,4
670523,2023-01-10,sad,2
670523,2023-01-11,happy,3
670523,2023-01-12,happy,5
670523,2023-01-13,happy,5
670523,2023-01-14,happy,5
670523,2023-01-15,sad,5
670523,2023-01-16,happy,5
670523,2023-01-17,happy,3
670523,2023-01-18,sad,2
670523,2023-01-19,sad,5
670523,2023-01-20,sad,5
670523,2023-01-21,happy,4
670523,2023-01-22,sad,2
670523,2023-01-23,happy,5
670523,2023-01-24,happy,2
670523,2023-01-25,sad,3
670523,2023-01-26,happy,1
670523,2023-01-27,happy,0
670523,2023-01-28,sad,1
670523,2023-01-29,happy,0
670523,2023-01-30,sad,3
566537,2023-01-01,sad,3
566537,2023-01-02,happy,4
566537,2023-01-03,sad,0
566537,2023-01-04,happy,4
566537,2023-01-05,sad,2
566537,2023-01-06,happy,3
566537,2023-01-07,happy,1
566537,2023-01-08,sad,5
566537,2023-01-09,happy,1
566537,2023-01-10,sad,3
566537,2023-01-11,happy,1
566537,2023-01-12,happy,2
566537,2023-01-13,sad,0
566537,2023-01-14,sad,1
566537,2023-01-15,sad,3
566537,2023-01-16,sad,3
566537,2023-01-17,happy,1
566537,2023-01-18,sad,2
566537,2023-01-19,happy,4
566537,2023-01-20,sad,0
566537,2023-01-21,sad,3
566537,2023-01-22,sad,2
566537,2023-01-23,happy,3
566537,2023-01-24,sad,5
566537,2023-01-25,happy,0
566537,2023-01-26,happy,5
566537,2023-01-27,sad,5
566537,2023-01-28,sad,0
566537,2023-01-29,sad,2
566537,2023-01-30,happy,2
955817,2023-01-01,sad,5
955817,2023-01-02,happy,5
955817,2023-01-03,sad,0
955817,2023-01-04,happy,3
955817,2023-01-05,sad,5
955817,2023-01-06,sad,0
955817,2023-01-07,sad,4
955817,2023-01-08,sad,3
955817,2023-01-09,sad,5
955817,2023-01-10,sad,0
955817,2023-01-11,happy,4
955817,2023-01-12,happy,1
955817,2023-01-13,sad,3
955817,2023-01-14,sad,2
955817,2023-01-15,sad,4
955817,2023-01-16,happy,4
955817,2023-01-17,sad,4
955817,2023-01-18,sad,1
955817,2023-01-19,happy,1
955817,2023-01-20,sad,4
955817,2023-01-21,sad,3
955817,2023-01-22,sad,5
955817,2023-01-23,sad,3
955817,2023-01-24,happy,1
955817,2023-01-25,sad,2
955817,2023-01-26,sad,4
955817,2023-01-27,sad,4
955817,2023-01-28,sad,4
955817,2023-01-29,happy,3
955817,2023-01-30,sad,0
